Utterance	Reversed tokens	Correct classification	RNC_1 classification	RNC_2 classification	RNC_3 classification	RNC_4 classification	RNC_5 classification	RNC_6 classification	RNC_7 classification	Majority vote
'roberto inteligente mafioso skaf pergunta quem  vai pagar pato'"	pergunta quem vai pagar	"no	"no	"no	"no	"no	"no	"no	"no	"no
'galera do psol comunistas em geral apertem vermelho mesmo'"	do comunistas em geral vermelho mesmo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ate que enfim um comentario que preste censor da grobo cochilou'"	que um comentario que da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'seria mais interessante ela visitar os hospitais do sus'"	mais ela visitar os hospitais do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'deveria estar preocupada em acelerar julgamentos que beneficiam aos trabalhadores ao inves de se preocupar com bandidos'"	'deveria estar em que aos trabalhadores ao inves de se com bandidos'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e os parentes dos que foram mortos por eles'"	'e os parentes dos que foram mortos por	"no	"no	"no	"no	"no	"no	"no	"no	"no
'querendo se aparecer porq nao vai visitar as vitimas desses estrumes  lamentavel '"	se aparecer nao vai visitar as vitimas desses '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai no ceminterio esta mais lotado cheio de inocentes mortos pelas maos desses vermes'"	'vai no esta mais cheio de mortos pelas desses	"no	"no	"no	"no	"no	"no	"no	"no	"no
'tem que visitar nossas escolas hospitais '"	'tem que visitar escolas hospitais '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'superfaturamento de tv algum senador ou deputado coloca um  no bolso'"	de tv algum senador ou coloca um no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'deveria  julgar as acoes envolvendo jose serra os  milhoes ninguem fala cade veja'"	'deveria as os milhoes ninguem fala cade	"no	"no	"no	"no	"no	"no	"no	"no	"no
'manda matar tudo  esvazie as celas vire heroina nacional'"	tudo as	"no	"no	"no	"no	"no	"no	"no	"no	"no
'unico que compre ena no brasil sao os pobres seus bando de hipocritas hipocritas hipocritas'"	'unico que no brasil sao os pobres seus de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a corja que apoia golpe so fala merda'"	'a que apoia golpe so fala	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'essa idiota nao tem que fazer'"	'essa idiota nao tem que	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'marinho _laugh_ so por que jogou bem ontem ja merece selecao'"	laugh so por que jogou bem ontem ja selecao'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o que carlinhos brown ta fazendo aivai cantar as babaquices dele'"	'o que ta fazendo as dele'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'parece aquelas perguntas ridiculas da globo no meio do jogo'"	da globo no meio do jogo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'bauza retranqueiro vai botar pra cacar neymar podem tirar print'"	vai pra neymar podem tirar	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pipoca nada um excelente zagueiro   nao foi culpa dele'"	nada um nao foi culpa dele'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vamos voltar  anos atras ver que ele fez no  x '"	'vamos voltar anos ver que ele fez no x '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'corinthians melhor aluno do enem enemlibertadores enempaulista enembrasileirao enemcopa do brasil'"	melhor do enem do brasil'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'na  boa  davi luiz  deu muito certo coma  camisa  do chelsea no  psg  nao era  pra  ele'"	'na boa luiz deu muito certo camisa do no nao era pra	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ele possui outro recorde tomar  gols em um jogo'"	'ele outro tomar gols em um jogo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cahill ainda tem pesadelos com emerson sheik paolo guerrero'"	ainda tem com	"no	"no	"no	"no	"no	"no	"no	"no	"no
'apelando nao compara com qualquer um ele joga facil'"	nao com qualquer um ele joga	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ficam um monte de mocinhas brigando por messi cr virem homens'"	um monte de por messi cr	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nem messi nem cristiano vao dormir hoje preocupados com que vcs acham deles tontos'"	'nem messi nem vao hoje com que vcs acham deles	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mano na boa ivo holanda sao  titulos sem joan gamper'"	'mano na boa sao titulos sem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'bom jogador daria um bom reserva para fernandinho no fla'"	jogador um bom para fernandinho no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vc come bosta pra falar uma asneira dessa'"	'vc come bosta pra falar uma	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ezequiel lugar de mulher aonde ela bem entender se doeu toda pq falou verdades sobre seu idoiozinho  machlsta gay chora nao'"	lugar de mulher ela bem entender se toda pq falou sobre seu gay nao'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e cr ganhou tudo que messi nao ganhou choremmmmmmmmmmmmmmmmmmmmmmmmmmmm'"	'e cr ganhou tudo que messi nao ganhou	"no	"no	"no	"no	"no	"no	"no	"no	"no
'saudade do otamendi ele gabriel seriam uma dupla de zaga sensacional'"	do ele gabriel uma de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'dor de cotovelo das marias azuis borradeirasadoram pagina do galo'"	de das pagina do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'forca na peruca galo raca robinho raca pratto raca cazares vamos jogar com amor camisa '"	na raca raca raca vamos jogar com camisa '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cariacicaes ainda seria melhor bota jogo contra santos coxa la'"	ainda seria melhor bota jogo contra santos la'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'correto  adriano adryan melhor q cirino gabriel fernandinho etc'"	melhor q cirino gabriel fernandinho etc'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o cara que coloca  chiquinho  para  cirino gabriel para jogar nao pode ser normal'"	'o cara que coloca para cirino gabriel para jogar nao pode ser	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voce nao pode estar falando serio'"	'voce nao pode estar falando	"no	"no	"no	"no	"no	"no	"no	"no	"no
'demorou so digo isso '"	so digo isso '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o culpado pela perda do titulo mesmo pela briga pelo titulo kk via entender  '"	'o pela do titulo mesmo pela pelo titulo entender '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'um volante da base pelo amor de deus para lugar de marcio araujopela amor'"	'um da base pelo de para lugar de marcio	"no	"no	"no	"no	"no	"no	"no	"no	"no
' flamengo vai assumir ponta demora voltar jogar no maracana'"	' flamengo vai ponta voltar jogar no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'assinado molambo iludido _laugh_ sv'"	laugh sv'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'padaria do flamengo esta vendendo muito sonho ja acabou so resta pao '"	do flamengo esta muito ja acabou so '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'stjdacorda essa pagina rubro negraseu viceado'"	essa pagina	"no	"no	"no	"no	"no	"no	"no	"no	"no
'digam que quiser mas da copinha da opg so arbitragem sao promessas para  _laugh_ sv'"	que mas da da so sao para laugh sv'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'dinheiro gente pega com quem tem nao com quem ta quebrado'"	gente pega com quem tem nao com quem ta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so espero que ele recupere bom futebol'"	'so que ele bom futebol'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'com botafogo tudo dificil eu acredito na classificacao avante glorioso botafogo'"	'com tudo dificil eu acredito na	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voces precisam pesquisar melhor historia do campeonato de  '"	'voces precisam melhor historia do de '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o importante ganhar meu filho acorda pra vida'"	'o importante ganhar meu acorda pra	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ei framengo vai ter que se contentar com cheirinho de bosta do piscinao de ramos _laugh_  essa taca nao pro seu nariz _laugh_ '"	vai ter que se com cheirinho de bosta do de laugh essa taca nao pro seu laugh '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'o brasil todo  menos torcida do inter hoje corinthians obrigacao ganhar  '"	'o brasil todo menos torcida do hoje ganhar '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'traz ele de volta deixa ele escolher tecnico '"	ele de volta deixa ele tecnico '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sua hora vai chegar'"	'sua hora vai	"no	"no	"no	"no	"no	"no	"no	"no	"no
'flamerdas voces tem estadio  entao nao tem pinico proprio kkkkkkkkkkkkkkkkkkkk'"	voces tem entao nao tem	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quando deus diz nao nao adianta lutar contra'"	'quando nao nao lutar	"no	"no	"no	"no	"no	"no	"no	"no	"no
'acaba de comprovar burrice que lhe imputava'"	de que lhe	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'entrei so pra ler os comentarios dos peritos'"	so pra ler os comentarios dos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'fizeram pericia nas pecas do carro'"	nas do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'melhor investigar oposicao'"	'melhor	"no	"no	"no	"no	"no	"no	"no	"no	"no
'idiota'"	'idiota'	"no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e tome dinheiro pra industria da seca'"	'e dinheiro pra da	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse meu presidente'"	'esse meu	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ele nao presidente  golpista'"	'ele nao presidente	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voce meia duzia pensam assim'"	'voce meia pensam assim'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'hmmmmmmmmmmmisso uma bichna'"	uma	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'aquela bocarra falando cuspindo sem contar com um mau halito fetido nojo'"	falando sem com um	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse boca mole tem cara de saco murcho'"	'esse boca mole tem cara de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vagabundo'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'a corrupcao esta estampada na cara desse individuo'"	'a corrupcao esta na cara desse	"no	"no	"no	"no	"no	"no	"no	"no	"no
'desgracado bandido mais bandido ainda quem vota numa desgraca dessa  eta povo burro '"	bandido mais bandido ainda quem numa dessa povo burro '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'eu ja havia arranjado um apelido para ele aqui em casa ocuquefala'"	'eu ja um para ele aqui em casa	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quando esse cara comeca falar eu mudo de canal'"	'quando esse cara comeca falar eu de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'melhor que todo feio mas no presidio vao dar outro apelido pra ele ruim de bokket'"	'melhor que todo feio mas no vao dar outro pra ele ruim de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'prefiro ver lula morto'"	ver	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'estourou placar quanto isso'"	quanto isso'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'queremos ele morto'"	ele	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ele vai  sentir peru entrar'"	'ele vai sentir	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'muitas denuncias muitas provas pouca cadeia '"	muitas pouca cadeia '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'os politicos sao reflexo do povo'"	'os politicos sao do povo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'eu voto em quem ele indicar'"	'eu voto em quem ele	"no	"no	"no	"no	"no	"no	"no	"no	"no
'para alguns acefaloseste cidadao se tornou um mito  mas cada dia percebemos que nao passa de um rato ladrao  me digam contrario '"	'para alguns se um mito mas cada dia que nao passa de um ladrao me contrario '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ja virou novela chega cansamos'"	'ja virou chega	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o fato que nao ha um politico honesto no brasil'"	'o fato que nao ha um politico honesto no brasil'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e que isso quer dizer mesmo '"	'e que isso quer dizer mesmo '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'finalmente ele vai ser preso'"	'finalmente ele vai ser preso'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quem que era mesmo homem mais honesto do brasil'"	'quem que era mesmo mais honesto do brasil'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'desordem regresso '"	'	"no	"no	"no	"no	"no	"yes	"yes	"yes	"no
'vai ser preso antes do natal'"	'vai ser preso antes do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'tremendo gozador esse daniel alcantara  mas se nao for gozacao lhe digo daniel deixa de falar bosta daniel'"	esse daniel mas se nao for lhe digo daniel deixa de falar bosta	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'luis mais um que encantador de burros pegou'"	mais um que de burros	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'kkk voces sao uns comedias'"	voces sao uns	"no	"no	"no	"no	"no	"no	"no	"no	"no
'tem que investigar quem te deu aula de portugues'"	'tem que quem te deu de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'por favor nao abram as porteiras para que os jegues asnos burros nao saiam'"	'por favor nao as para que os burros nao	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai la lamber as bolas dele'"	'vai la as dele'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'alienada '"	'	"yes	"no	"no	"no	"no	"yes	"yes	"yes	"no
'acho que ta faltando provas'"	que ta provas'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'silvio que grande asneira seu asno'"	que grande seu	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sao paulinos gostam de mamar no cajado'"	'sao gostam de no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'enfia no rab da _laugh_ mae'"	no da laugh mae'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'coloco vc otario ou su amae'"	vc ou	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'treina num curral voce viu ct pronto doente'"	num voce viu doente'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'foi divulgado sim procura ai que tem'"	'foi sim ai que	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e vc analfabeta'"	'e vc	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sera que agora ganha copa do brasil '"	'sera que agora ganha copa do brasil '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'anderson zanin famoso corneca    cornocareca'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'verdade triste mais verdade '"	'verdade mais verdade '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'comedor de trakinas'"	de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vadio esse walter'"	esse	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ja ta chato essa historia do walter td ano isso'"	'ja ta essa historia do ano isso'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'karen vai lavar louca q ta suja'"	vai lavar louca q ta	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'intao se vc nao ganhar nd pk ruim msm'"	se vc nao ganhar ruim	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voce esta desinformado'"	'voce esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o choro livre'"	'o choro	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vc bi da b sem mundial tanbem kkk'"	'vc bi da b sem mundial	"yes	"no	"no	"no	"no	"no	"no	"yes	"no
'mais um sem mundial bi da b lesma verde  kkkkk'"	'mais um sem mundial bi da b kkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'cheiro de coco aqui'"	de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'time bosta cai gigante nunca kkkk'"	'time bosta nunca kkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'com essas contratacoes as frangas vao tomar no oi'"	'com essas as vao tomar no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quem esse time'"	'quem esse	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e muita idiotice pra um cara so kkkkkkkkkkkkkk'"	'e muita pra um cara so	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'adinaldo bibinha'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sua batata ja esquentou seu bebado ladrao do povocadeia neles drsergio moro '"	'sua ja seu ladrao do moro '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'doeu buraco do coxa'"	do	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'alexandre esta maluco so pode comeu titica quando crianca'"	'alexandre esta so pode quando	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e isso  ai rafael aqui esta  cheio de analfabeto querendo dar pitaco'"	'e isso ai aqui esta cheio de querendo dar	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai se tratar doente'"	'vai se doente'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'idiota'"	'idiota'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'eternos alienados analfabetos petralhas'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quando ele abusar _laugh_ mae  retardado'"	'quando ele laugh mae	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'paulo extirpado vai seu c u'"	'paulo vai seu c	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'conca ta bixado manekkkkkkkk'"	ta	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'menor fica minha piroka quanto mais da metade ja ta dentro docusso da _laugh_ mae'"	fica minha quanto mais da ja ta dentro da laugh mae'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'aa que isso  as tricoletes estao descontroladas'"	que isso as estao	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ja temos umseu abestado'"	'ja temos	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'idolo do fudinense serie b teve que entrar na justicao pra nao cair'"	do serie b teve que entrar na pra nao	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'as florzinhas ficaram chateadas kkkkkkkkkkkkkkkkkkkkkkkk'"	'as	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'mulambos  nao passam da primeira fase da liberta  quem viver vera  vao ficar so no cheirin de novo frameigo clube mais cheiroso do brasil  kkkkk'"	'mulambos nao da primeira da quem vao ficar so no de novo clube mais do brasil kkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'so digo outra coisa  fdss'"	'so digo outra coisa	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'nao entendi essa comparacao tyson nunca foi um exemplo pra nada muito menos no ambito psicologico'"	'nao entendi essa tyson nunca foi um exemplo pra nada muito menos no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sempre disseram que ronda nunca pegou uma adversaria de verdade qdo pegou alguem que bate forte mesmo afinou ela vivia correndo da ciborg pq sabia que ia perder as vezes nem medo de apanhar sim de parar de lucrar '"	'sempre que nunca pegou uma de verdade pegou alguem que bate mesmo ela da pq sabia que as vezes nem de sim de parar de '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mas ela nao parou de lucrar perdendo inclusive nessa ultima do valor total  foi valor pago so pra ela'"	'mas ela nao de inclusive nessa do total foi so pra ela'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e so colocam ele pra pegar as novas safras ai q surra pior ainda essa luta nao passa nem do round podia colocar ele contra os semiaposentados pra ver se tinha alguma chance'"	'e so ele pra pegar as novas ai q pior ainda essa luta nao passa nem do colocar ele contra os pra ver se tinha alguma	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cruz so tem agilidade mesmo poder de nocaute zero cody veio muito mais preparado por isso levou essa'"	so tem mesmo poder de muito mais por isso essa'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'jhalim rabei ate fiquei assustado comecei ler seu comentario pensei que ele connorlevava os meninos para tras da escola dava bunda para eles kkkkkkk'"	ate ler seu comentario que ele os para da escola para eles	"no	"no	"no	"no	"no	"no	"no	"no	"no
'irmao honorato sempre falando verdades agindo com razao ao inves da emocao diferente dos tupims te amo seu lindo'"	sempre falando com razao ao inves da diferente dos te seu	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cola velcro perdeu meu respeito'"	perdeu meu	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
Utterance	Reversed tokens	Correct classification	RNC_1 classification	RNC_2 classification	RNC_3 classification	RNC_4 classification	RNC_5 classification	RNC_6 classification	RNC_7 classification	Majority vote
'podiam retirar dos lucros dos bancos '"	dos dos '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sejam honestos aprovem projeto original vamos acabar com esta farra no brasil'"	projeto original vamos acabar com esta farra no brasil'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quem ja viu bandidos fazendo leis contra anticorrupcao '"	'quem ja viu bandidos fazendo leis contra '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o problema nem sao os salarios  problema sao as verbas eventuais  desembargador recebendo  mil  justica cega tem cara pedindo vista nao ta enxergando nadaou se faz de cego ne stf '"	'o problema nem sao os salarios problema sao as verbas recebendo mil justica tem cara pedindo vista nao ta se faz de cego ne stf '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'voce falou tudo'"	'voce falou tudo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'resumiu bem opera'"	bem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nunca vi tanta hipocrisia numa pessoa so tentando cortar gastos com necessidades basicas da populacao concedendo aumentos absurdos as classes que apoiaram golpe sabemos bem que carne ele esta cortando'"	'nunca vi tanta hipocrisia numa pessoa so tentando cortar gastos com necessidades da populacao aumentos as que golpe sabemos bem que carne ele esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pec  da  vidaaaa    vida livre  de  mamata   esquerdalhaaaaaa  kkkkkkkkkk'"	da vida livre de mamata kkkkkkkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai taxar dinheiro de doacoes coitados dos mendigos'"	'vai dinheiro de dos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'unico corte verdadeiramente na carne acabando com excesso de beneficios diminuindo salario dos politicos _laugh_ claro diminuir quantidade deles tambem bem vindo'"	'unico corte na carne com de beneficios salario dos politicos laugh claro diminuir quantidade deles tambem bem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'paulo bertazzi  que voce quer uma ditadura de novo'"	'paulo que voce quer uma ditadura de novo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cortar propria carne   estou vendo so  ze povinho se ferrar cortar na carne diminuir inchaco da maquina publica  diminuir ganho dos politicos '"	'cortar propria carne estou vendo so ze povinho se cortar na carne diminuir da publica diminuir dos politicos '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao verdade governo tem milhoes de funcionarios publicos sobrando nao corta todo mundo sabe disso estao cortando na nossa carne nao na carne dos vermes ja chega fora temer '"	'nao verdade governo tem milhoes de funcionarios publicos nao corta todo mundo sabe disso estao cortando na nossa carne nao na carne dos vermes ja chega fora temer '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vamos cortar os gastos publicos vamos cortar todos os funcionarios de confianca indicados por politicos vamos cortar todos os funcionarios de alto escalao indicados pelo governo sem concurso publicos sem capacitacao tecnica adequada vamos cortar quantidade de politicos'"	'vamos cortar os gastos publicos vamos cortar todos os funcionarios de confianca indicados por politicos vamos cortar todos os funcionarios de alto escalao indicados pelo governo sem concurso publicos sem vamos cortar quantidade de politicos'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'especialistas afirmam que pec nao boa principal razao porque ela nao ataca problema real do rombo no nosso orcamento pagamento de juros de uma divida que nao auditada foge da logica pagar juros de uma divida que mesmo com arrecadacao maior so cresce'"	que pec nao boa principal razao porque ela nao problema real do no nosso orcamento de juros de uma divida que nao da logica pagar juros de uma divida que mesmo com maior so	"no	"no	"no	"no	"no	"no	"no	"no	"no
'irao sentir na propria carne quando estiverem no inferno pagando pelo que estao fazendo'"	sentir na propria carne quando no pelo que estao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'enquanto isso seus ministros fazem farra com dinheiro publico'"	'enquanto isso seus ministros fazem farra com dinheiro publico'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'so conversa mole desde que golpeou poder nao temer'"	'so mole que poder nao temer'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'corta na propria carne do povao enganado pelo sistema  es goto de televisao'"	'corta na propria carne do pelo sistema es de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ahhh isso cortar da propria carne vou ficar com medo entao quando ele for cortar da nossa carne'"	isso cortar da propria carne vou ficar com entao quando ele for cortar da nossa carne'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'em filmes novelas culpa sempre do mordomo'"	'em culpa sempre do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'senado pagara r  mil por reforma no gabinete de romero juca pmdbrr'"	r mil por reforma no gabinete de	"no	"no	"no	"no	"no	"no	"no	"no	"no
' um brasil de amanha ele disse porem amanha agora que esta se falando aqui de uma recuperacao do pais longo prazo  anos isso se ate la com este governo que esta bem ai brasil ja nao estiver afundado de vezvai vendo'"	' um brasil de ele disse agora que esta se falando aqui de uma do pais anos isso se ate la com este governo que esta bem ai brasil ja nao de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cortar na carne do povo isso sim pq os autos salarios as mordomias nao entram no limite de pec da maldadefora temer'"	'cortar na carne do povo isso sim pq os autos salarios as mordomias nao no de pec da temer'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'essa uma reforma urgente proxima previdencia pec fichinha perto do que se deve fazer '"	'essa uma reforma proxima previdencia pec perto do que se deve fazer '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'estes politicos ai de brasilia praticamente nenhum tem ficha limpa sao os maiores ladroes do brasil'"	politicos ai de brasilia nenhum tem sao os maiores ladroes do brasil'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'da para fazer uma lista com mais de cinquenta itens se tivessemos um governo do povo para povo  tudo seria diferente temos governantes que so pensam no enriquecimento proprio'"	'da para fazer uma lista com mais de se um governo do povo para povo tudo seria diferente temos governantes que so pensam no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ninguem se importa com vc nem _laugh_ mae seu nada'"	se importa com vc nem laugh mae seu nada'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'so vejo os comunistas contra pec resto q vejo sao todos favor'"	'so vejo os comunistas contra pec resto q vejo sao todos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'enfim uma iniciativa com vistas no futuro nao so na proxima eleicao'"	uma iniciativa com no futuro nao so na proxima	"no	"no	"no	"no	"no	"no	"no	"no	"no
